Regions,Gender,Age_group,Deaths
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,96
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,1
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,1
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,53
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,53
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,52
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,52
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,1
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,1
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,2
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,2
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,2
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,2
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,43
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,43
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,1
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,1
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,42
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,42
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",20 to 29 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,48
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,48
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,48
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,48
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,16
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,16
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,16
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,16
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,32
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,32
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,32
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,32
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",30 to 39 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,28
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,28
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,28
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,28
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,10
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,10
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,10
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,10
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,18
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,18
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,18
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,18
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",40 to 49 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,26
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,26
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,1
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,1
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,25
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,25
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,2
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,2
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,2
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,2
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,1
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,1
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,1
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,1
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,23
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,23
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,23
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,23
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",50 to 59 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,20
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,19
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,1
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,3
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,2
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,1
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,17
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,17
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,3
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,2
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,1
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,3
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,2
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,1
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,17
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,17
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,17
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,17
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",60 to 69 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,5
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,3
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,1
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,1
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,1
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,1
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,3
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,2
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,1
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,0
Prairies and Northwest Territories Region,"Not stated, gender",70 to 79 years,1
