Regions,Gender,Age_group,Deaths
Quebec Region,"Not stated, gender",80 years and over,1
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,2
Quebec Region,"Not stated, gender",80 years and over,2
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,4
Quebec Region,"Not stated, gender",80 years and over,1
Quebec Region,"Not stated, gender",80 years and over,3
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,2
Quebec Region,"Not stated, gender",80 years and over,1
Quebec Region,"Not stated, gender",80 years and over,1
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,2
Quebec Region,"Not stated, gender",80 years and over,1
Quebec Region,"Not stated, gender",80 years and over,1
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,5
Quebec Region,"Not stated, gender",80 years and over,3
Quebec Region,"Not stated, gender",80 years and over,2
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,1
Quebec Region,"Not stated, gender",80 years and over,1
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,2
Quebec Region,"Not stated, gender",80 years and over,2
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,2
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,2
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Quebec Region,"Not stated, gender",80 years and over,0
Ontario and Nunavut Region,Male,0 to 19 years,116380
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,115809
Ontario and Nunavut Region,Male,0 to 19 years,571
Ontario and Nunavut Region,Male,0 to 19 years,69
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,69
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,1083
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,1076
Ontario and Nunavut Region,Male,0 to 19 years,7
Ontario and Nunavut Region,Male,0 to 19 years,6623
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,6061
Ontario and Nunavut Region,Male,0 to 19 years,562
Ontario and Nunavut Region,Male,0 to 19 years,108605
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,108603
Ontario and Nunavut Region,Male,0 to 19 years,2
Ontario and Nunavut Region,Male,0 to 19 years,69768
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,69767
Ontario and Nunavut Region,Male,0 to 19 years,1
Ontario and Nunavut Region,Male,0 to 19 years,43
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,43
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,630
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,630
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,5311
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,5311
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,63784
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,63783
Ontario and Nunavut Region,Male,0 to 19 years,1
Ontario and Nunavut Region,Male,0 to 19 years,20
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,20
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,1
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,1
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,14
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,14
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,5
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,5
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,46592
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,46022
Ontario and Nunavut Region,Male,0 to 19 years,570
Ontario and Nunavut Region,Male,0 to 19 years,26
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,26
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,452
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,445
Ontario and Nunavut Region,Male,0 to 19 years,7
Ontario and Nunavut Region,Male,0 to 19 years,1298
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,736
Ontario and Nunavut Region,Male,0 to 19 years,562
Ontario and Nunavut Region,Male,0 to 19 years,44816
Ontario and Nunavut Region,Male,0 to 19 years,0
Ontario and Nunavut Region,Male,0 to 19 years,44815
Ontario and Nunavut Region,Male,0 to 19 years,1
Ontario and Nunavut Region,Male,20 to 29 years,129317
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,129097
Ontario and Nunavut Region,Male,20 to 29 years,220
Ontario and Nunavut Region,Male,20 to 29 years,96
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,96
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,733
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,728
Ontario and Nunavut Region,Male,20 to 29 years,5
Ontario and Nunavut Region,Male,20 to 29 years,13414
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,13199
Ontario and Nunavut Region,Male,20 to 29 years,215
Ontario and Nunavut Region,Male,20 to 29 years,115074
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,115074
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,70541
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,70541
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,65
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,65
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,496
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,496
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,11900
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,11900
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,58080
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,58080
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,113
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,113
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,5
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,5
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,81
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,81
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,27
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,27
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,58663
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,58443
Ontario and Nunavut Region,Male,20 to 29 years,220
Ontario and Nunavut Region,Male,20 to 29 years,31
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,31
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,232
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,227
Ontario and Nunavut Region,Male,20 to 29 years,5
Ontario and Nunavut Region,Male,20 to 29 years,1433
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,1218
Ontario and Nunavut Region,Male,20 to 29 years,215
Ontario and Nunavut Region,Male,20 to 29 years,56967
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,20 to 29 years,56967
Ontario and Nunavut Region,Male,20 to 29 years,0
Ontario and Nunavut Region,Male,30 to 39 years,108930
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,108717
Ontario and Nunavut Region,Male,30 to 39 years,213
Ontario and Nunavut Region,Male,30 to 39 years,232
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,232
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,1194
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,1193
Ontario and Nunavut Region,Male,30 to 39 years,1
Ontario and Nunavut Region,Male,30 to 39 years,11337
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,11126
Ontario and Nunavut Region,Male,30 to 39 years,211
Ontario and Nunavut Region,Male,30 to 39 years,96167
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,96166
Ontario and Nunavut Region,Male,30 to 39 years,1
Ontario and Nunavut Region,Male,30 to 39 years,56606
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,56606
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,158
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,158
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,840
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,840
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,9825
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,9825
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,45783
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,45783
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,118
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,118
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,7
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,7
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,86
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,86
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,25
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,25
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,52206
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,51993
Ontario and Nunavut Region,Male,30 to 39 years,213
Ontario and Nunavut Region,Male,30 to 39 years,74
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,74
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,347
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,346
Ontario and Nunavut Region,Male,30 to 39 years,1
Ontario and Nunavut Region,Male,30 to 39 years,1426
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,1215
Ontario and Nunavut Region,Male,30 to 39 years,211
Ontario and Nunavut Region,Male,30 to 39 years,50359
Ontario and Nunavut Region,Male,30 to 39 years,0
Ontario and Nunavut Region,Male,30 to 39 years,50358
Ontario and Nunavut Region,Male,30 to 39 years,1
Ontario and Nunavut Region,Male,40 to 49 years,90092
Ontario and Nunavut Region,Male,40 to 49 years,0
Ontario and Nunavut Region,Male,40 to 49 years,89965
Ontario and Nunavut Region,Male,40 to 49 years,127
Ontario and Nunavut Region,Male,40 to 49 years,424
Ontario and Nunavut Region,Male,40 to 49 years,0
Ontario and Nunavut Region,Male,40 to 49 years,424
Ontario and Nunavut Region,Male,40 to 49 years,0
Ontario and Nunavut Region,Male,40 to 49 years,1763
Ontario and Nunavut Region,Male,40 to 49 years,0
Ontario and Nunavut Region,Male,40 to 49 years,1761
Ontario and Nunavut Region,Male,40 to 49 years,2
Ontario and Nunavut Region,Male,40 to 49 years,9296
Ontario and Nunavut Region,Male,40 to 49 years,0
Ontario and Nunavut Region,Male,40 to 49 years,9171
Ontario and Nunavut Region,Male,40 to 49 years,125
Ontario and Nunavut Region,Male,40 to 49 years,78609
Ontario and Nunavut Region,Male,40 to 49 years,0
